FEATURE_NAME,PRIM_LAT_DEC,PRIM_LONG_DEC,ELEV_IN_M
Saddle Mountain,37.4387793,-119.0447656,3404
Seven Gables,37.3108778,-118.8335229,3974
Silver Peak,37.4697026,-119.0212003,3614
Mount Gayley,37.1030007,-118.4998074,4106
Sonora Peak,38.3538805,-119.6353738,3489
South Guard,36.693459,-118.483874,4027
Spanish Mountain,36.9092086,-118.8913911,3068
Split Mountain,37.0209599,-118.4225361,4283
Wünüpü Peak,37.0528249,-118.0172198,3151
Stanislaus Peak,38.3839891,-119.6670836,3428
Station Peak,37.5132245,-118.1077834,3140
Tunemah Peak,36.995323,-118.6883086,3626
Victoria Peak,38.1679698,-119.4234862,3567
Walker Mountain,38.2360146,-119.4726446,3527
Waucoba Mountain,37.0217875,-118.0078782,3392
White Mountain,38.3799408,-119.6145601,3471
Bennett Peak,36.2065423,-117.09289,3045
Brown Mountain,36.259083,-118.1800292,3038
Charlton Peak,34.11477,-116.8536668,3295
Dobbs Peak,34.0982573,-116.8596917,3186
Jepson Peak,34.1028195,-116.844734,3416
Kern Peak,36.3084029,-118.2878528,3505
Rogers Peak,36.217999,-117.08498,3045
San Gorgonio Mountain,34.0991758,-116.8246954,3505
San Jacinto Peak,33.8147968,-116.6795148,3298
Sirretta Peak,35.9243007,-118.3331847,3038
Sugarloaf Mountain,34.1989283,-116.8145876,3029
Telescope Peak,36.1698399,-117.0892531,3369
Templeton Mountain,36.3148246,-118.2067373,3040
Three Rocks,36.3133007,-118.3345428,3246
Overlook Mountain,36.334186,-118.3722559,3111
Newton Drury Peak,33.8083293,-116.6864584,3102
Cockscomb,37.4613524,-119.0431617,3258
Birch Mountain,37.0624923,-118.4190658,4147
Kaiser Peak,37.29405,-119.1855202,3140
Gendarme Peak,37.1269665,-118.5312902,4039
Lawson Peak,36.5601229,-118.5143872,4004
Molo Mountain,38.234531,-119.6569281,3307
Broken Finger Peak,37.4044099,-118.7167076,3994
Red Top Mountain,37.637102,-119.1348023,3205
Tower Peak,38.1444625,-119.5477203,3577
Hawksbeak Peak,38.1525394,-119.5080866,3393
Centennial Peak,36.6276586,-118.4903719,4025
Trimmer Peak,38.8714349,-119.9229022,3017
Munger Peak,36.8742572,-118.5798923,3669
Matterhorn Peak,38.09297,-119.3817903,3729
Crown Point,38.1109585,-119.4576308,3454
Fletcher Peak,37.7917821,-119.3357502,3468
Gray Peak,37.6736678,-119.4187464,3524
Grizzly Peak,38.1920235,-119.6217428,3161
Hanna Mountain,38.1884393,-119.4858915,3490
Mount Hoffmann,37.8467118,-119.5106228,3305
Hunewill Peak,38.1588783,-119.4434646,3565
Madera Peak,37.5376036,-119.3746297,3197
Mammoth Peak,37.8554966,-119.2635036,3687
Merced Peak,37.6348661,-119.3945562,3567
Timber Knob,37.5886284,-119.3003569,3028
Acker Peak,38.1089443,-119.5096537,3343
Doghead Peak,38.0521977,-119.4302247,3361
Ehrnbeck Peak,38.1373708,-119.5154861,3426
Palmer Mountain,36.7477116,-118.5692523,3431
Pettit Peak,37.9851936,-119.4801528,3277
Picket Guard Peak,36.5766088,-118.4722102,3744
Piute Mountain,38.0335256,-119.5480958,3211
Mount Prater,37.0367929,-118.4347054,4109
Price Peak,38.0643576,-119.530979,3258
Quarry Peak,38.0450846,-119.4193289,3401
Quartzite Peak,37.7156548,-119.42542,3181
Schofield Peak,38.0941638,-119.676262,3025
Mount Shinn,37.2122999,-118.9194828,3351
Simmons Peak,37.7607004,-119.2943677,3808
Sing Peak,37.5539119,-119.387499,3210
Snow Peak,38.1155943,-119.5713751,3331
Mount Stewart,36.5696651,-118.5546552,3708
Sunrise Mountain,37.7968207,-119.4485154,3029
Table Mountain,36.659904,-118.4737038,4151
Amelia Earhart Peak,37.786393,-119.2882249,3651
Avalanche Peak,36.7655008,-118.582331,3065
Barton Peak,36.6916016,-118.5991015,3162
Black Kaweah,36.5453837,-118.5158296,4151
Mount Bolton Brown,37.0461295,-118.4410291,4110
Caltech Peak,36.6884149,-118.3904881,4205
Cathedral Peak,37.8478289,-119.4056214,3323
Center Mountain,38.1443949,-119.489284,3430
Mount Clark,37.6963726,-119.4286126,3509
Clouds Rest,37.7678248,-119.4891962,3028
Cold Mountain,37.9502106,-119.4275216,3137
Mount Conness,37.967053,-119.3213951,3831
Craig Peak,38.129239,-119.5591941,3379
Mount Inyo,36.7352018,-117.9856942,3346
Johnson Peak,37.8351337,-119.3488657,3371
Mount Jordan,36.6822482,-118.449785,4065
Mount Kaweah,36.5260095,-118.4785526,4200
Kern Point,36.5966848,-118.4448914,3890
Keyes Peak,38.1395248,-119.5916118,3233
Leavitt Peak,38.2861122,-119.6512289,3519
Lion Rock,36.582439,-118.5412057,3687
Lippincott Mountain,36.5211685,-118.5631057,3713
Night Cap Peak,38.3075003,-119.6911863,3240
North Peak,37.982191,-119.3150718,3717
Ragged Peak,37.9328728,-119.3534151,3318
Red Peak,37.6537248,-119.4094953,3560
Redtop,37.5459246,-119.4029799,3034
Richardson Peak,38.0837003,-119.6926396,3005
Temple Crag,37.1097185,-118.4913271,3945
Tenaya Peak,37.8285222,-119.4432344,3129
The Thumb,37.07148,-118.4459775,4065
The Three Chimneys,38.2532586,-119.8016833,3011
Thunder Mountain,36.6689524,-118.4757769,4125
Mount Tinemaha,37.0363142,-118.3963669,3806
Triple Divide Peak,36.5928837,-118.5307556,3848
Tuolumne Peak,37.8752464,-119.4846804,3307
Virginia Peak,38.0658507,-119.3578929,3663
Vogelsang Peak,37.7773653,-119.3495213,3505
Volunteer Peak,38.0060856,-119.4884021,3197
Ward Mountain,37.2205514,-118.8944816,3301
Wells Peak,38.1225214,-119.528628,3384
Wells Peak,38.3965489,-119.5834468,3296
White Mountain Peak,37.6340283,-118.2556316,4342
Whorl Mountain,38.0741212,-119.3834283,3665
Mount Abbot,37.3863529,-118.7848306,4176
Acrodectes Peak,36.8606857,-118.3751609,4006
Mount Agassiz,37.1118775,-118.5307554,4234
Mount Aggie,37.5457798,-118.8426788,3520
Airola Peak,38.4575146,-119.8154249,3027
Alta Peak,36.5904927,-118.6634176,3442
Arnot Peak,38.4728253,-119.7596305,3058
Arrow Peak,36.9285214,-118.4908809,3951
Mount Bago,36.7699936,-118.4380879,3608
Banner Peak,37.696442,-119.1947426,3938
Mount Barcroft,37.5821456,-118.2481509,3979
Mount Barnard,36.6284032,-118.3215994,4266
Basin Mountain,37.2961432,-118.6604094,4014
Bath Mountain,38.0581826,-119.4648651,3210
Mount Baxter,36.8614378,-118.3622199,4005
Bear Creek Spire,37.3680534,-118.7676077,4186
Bear Dome,37.3302774,-118.9508753,3026
Bigelow Peak,38.1491375,-119.62799,3213
Black Giant,37.1022388,-118.6487071,4061
Black Hawk Mountain,38.2059705,-119.708986,3141
Black Mountain,36.8091478,-118.3780119,4049
Black Mountain,38.038688,-119.2786795,3591
Blackcap Mountain,37.0719858,-118.7935793,3524
Blacktop Peak,37.7937286,-119.1961395,3878
Blanco Mountain,37.4657183,-118.1630395,3442
Bloody Mountain,37.5605545,-118.9067592,3820
Blue Canyon Peak,37.0283146,-118.7093892,3615
Mount Bradley,36.7286434,-118.3387174,4043
Bucks Peak,37.4797097,-118.1356216,3235
Camiaca Peak,38.0600179,-119.3242791,3578
Cardinal Mountain,36.9994047,-118.4127374,4076
Mount Carillon,36.5924211,-118.2779091,4129
Carson Peak,37.7475416,-119.1241259,3323
Mount Cedric Wright,36.9040503,-118.3876615,3771
Center Peak,36.7219282,-118.3626395,3880
Mount Chamberlin,36.5335419,-118.3106544,4011
Charybdis,37.0868537,-118.6681692,3988
Chocolate Peak,37.1454757,-118.5499034,3566
Mount Clarence King,36.8337534,-118.446185,3920
Colosseum Mountain,36.9071904,-118.3670042,3780
Columbine Peak,37.0891644,-118.5418027,3850
Mount Corcoran,36.5385517,-118.2504845,4176
Mount Cotter,36.8187937,-118.4418595,3865
County Line Hill,37.4757393,-118.1835042,3419
Crater Crest,38.1226594,-119.3371542,3478
Mount Crocker,37.4829291,-118.8253923,3798
Crystal Crag,37.5910432,-119.0137291,3141
Mount Darwin,37.1670216,-118.672388,4214
Mount Davis,37.7149889,-119.2193819,3739
Devils Top,37.5216012,-119.0301123,3028
Diamond Peak,36.8263593,-118.3902722,4004
Dogtooth Peak,37.1540764,-119.03959,3129
Donohue Peak,37.7747553,-119.2330515,3661
Double Peak,37.5105247,-119.037398,3246
Dougherty Peak,36.9213023,-118.5467761,3733
Dragon Peak,36.7898467,-118.3758937,3931
Mount Dubois,37.783259,-118.3431596,4126
Dunderberg Peak,38.064445,-119.2742886,3775
Electra Peak,37.7052075,-119.2601723,3790
Excelsior Mountain,38.0245814,-119.3053916,3796
Fin Dome,36.8135563,-118.4123019,3546
Finger Peak,37.029844,-118.7302526,3781
Mount Fiske,37.1365692,-118.6678353,4110
Flatiron Butte,38.1969916,-119.4926014,3464
Fleming Mountain,37.1586703,-118.8580538,3290
Mount Florence,37.7397718,-119.3160333,3825
Foerster Peak,37.6900209,-119.2907511,3674
Freel Peak,38.8574287,-119.9001228,3316
Mount Gabb,37.3766314,-118.8027365,4171
Gabbro Peak,38.0738552,-119.3125498,3357
Mount Gardiner,36.8060998,-118.4591916,3934
Gemini,37.2965523,-118.8169867,3919
Mount Gibbs,37.8770935,-119.2118359,3893
Mount Gilbert,37.1363688,-118.5982233,3990
Giraud Peak,37.0772971,-118.564477,3838
Mount Givens,37.2787129,-119.0552313,3245
Glass Mountain,37.7748418,-118.7085782,3395
Mount Goddard,37.1029149,-118.7198836,4135
Goodale Mountain,36.9721692,-118.385438,3886
Mount Goode,37.1230273,-118.5681061,3987
Mount Gould,36.7797763,-118.3778757,3964
Granite Dome,38.2153258,-119.7460174,3149
Grey Butte,38.0518101,-119.3481821,3467
Mount Guyot,36.5092345,-118.3626407,3747
Mount Haeckel,37.1509924,-118.6610067,4087
Mount Harrington,36.870005,-118.7336448,3360
Hawkins Peak,38.7385116,-119.8724313,3052
Mount Henry,37.1831905,-118.8272365,3723
Mount Hilgard,37.3603118,-118.8269322,4077
Mount Hitchcock,36.5548662,-118.3118521,4009
Mount Hooper,37.2921788,-118.8951063,3754
Mount Hopkins,37.4637675,-118.8133827,3748
Mount Humphreys,37.269972,-118.6716534,4225
Mount Huntington,37.4696338,-118.777226,3773
Hurd Peak,37.1408984,-118.5660725,3724
Mount Hutton,37.1254936,-118.7995769,3641
Mount Huxley,37.1360363,-118.6827388,3991
Mount Ickes,36.9329739,-118.4391679,3947
Independence Peak,36.7609598,-118.3318345,3571
Infant Buttes,37.3268934,-118.9391132,3137
Iron Mountain,37.6114227,-119.164761,3376
Mount Irvine,36.5559097,-118.2635395,4205
Isberg Peak,37.6511723,-119.3237957,3344
Mount Izaak Walton,37.4699661,-118.8899224,3673
Jobs Sister,38.8622846,-119.8843965,3294
Joe Devel Peak,36.5153256,-118.2963785,4063
Mount Johnson,37.1284588,-118.5863576,3922
Mount Julius Caesar,37.3567335,-118.7816664,4027
Junction Peak,36.6909623,-118.366282,4231
Kearsarge Peak,36.7894738,-118.3471997,3846
Mount Keith,36.7000695,-118.3434162,4262
Kennedy Peak,38.2457096,-119.6546683,3257
Kettle Peak,36.6734119,-118.7334642,3046
Kid Peak,36.8779106,-118.5514321,3491
Koip Peak,37.8137215,-119.2015443,3951
Mount Lamarck,37.1948699,-118.6706147,4088
Langille Peak,37.100918,-118.6107443,3661
Lassen Peak,40.4880785,-121.5052248,3182
Laurel Mountain,37.5802079,-118.8912702,3604
Mount Le Conte,36.5416166,-118.2522251,4227
Lee Vining Peak,37.9724109,-119.1986658,3565
Mount Lewis,37.8425738,-119.1897517,3764
Lone Pine Peak,36.5617342,-118.2256995,3941
Long Mountain,37.6672696,-119.2951092,3502
Lookout Mountain,37.2468348,-118.5151874,3431
Lookout Point,36.8913419,-118.321252,3105
Loper Peak,37.0383264,-118.9060404,3052
Mount Lyell,37.7394124,-119.2718879,3985
Mount Mallory,36.5490861,-118.2622756,4223
Mammoth Mountain,37.6306281,-119.0326215,3360
Marion Peak,36.9568635,-118.5222973,3874
Mount McDuffie,37.0735254,-118.6439192,4051
McGee Mountain,37.5665952,-118.8112263,3305
Mount McGee,37.1388212,-118.738153,3938
Mount Mendel,37.1748412,-118.6822359,4177
Merriam Peak,37.3091265,-118.7652123,3993
Middle Sister,38.5079698,-119.2951577,3306
Mount Mills,37.393853,-118.7899979,4102
Mitchell Peak,36.7322781,-118.7149607,3163
Mono Dome,37.9594391,-119.1717188,3235
Mono Rock,37.4381029,-118.7948566,3518
Montgomery Peak,37.8382642,-118.3567847,4098
Mount Morgan,37.4051772,-118.7329467,4186
Mount Morgan,37.5113171,-118.779836,3962
Mount Morrison,37.5613867,-118.8582768,3742
Muriel Peak,37.2172059,-118.6930998,3939
Mount Newcomb,36.5400684,-118.2934108,4088
North Palisade,37.0942428,-118.5144372,4348
Observation Peak,37.0232152,-118.5236653,3772
Mount Olsen,38.0407754,-119.24557,3381
Painted Lady,36.7928233,-118.3994638,3688
Parker Peak,37.8142941,-119.1842705,3919
Mount Patterson,38.4365769,-119.3051453,3552
Pavilion Dome,37.2306423,-118.8090143,3612
Mount Perkins,36.9271662,-118.381436,3827
Peter Peak,37.145548,-118.7458239,3812
Mount Pickering,36.5272735,-118.2908888,4108
Pilot Knob,37.2734051,-118.7571109,3739
Mount Pinchot,36.9473279,-118.4052002,4107
Piute Mountain,37.5374233,-118.2327005,3830
Post Peak,37.6281298,-119.3279705,3356
Mount Powell,37.1386737,-118.6340226,4075
Mount Price,38.8638688,-120.1747281,3035
Pyramid Peak,36.9064125,-118.462111,3888
Pyramid Peak,38.8448692,-120.157782,3037
Raymond Peak,38.6037242,-119.8332217,3055
Recess Peak,37.3824202,-118.8554522,3910
Red and White Mountain,37.4798915,-118.8572694,3906
Red Lake Peak,38.7139179,-119.9873703,3049
Red Mountain,37.1497672,-118.801211,3647
Red Mountain,37.1963118,-119.1149044,3013
Red Peak,37.477652,-118.1081023,3087
Red Slate Mountain,37.5074478,-118.8691504,4005
Mount Reinstein,37.0794205,-118.7383532,3835
Relief Peak,38.2372832,-119.6970779,3293
Mount Rixford,36.7848556,-118.3988868,3930
Rodgers Peak,37.7250221,-119.2574617,3956
Round Mountain,37.2076347,-118.4326715,3404
Round Top,38.6635535,-120.0012701,3160
Round Valley Peak,37.4489183,-118.6818623,3649
Royce Peak,37.3181738,-118.7708958,4049
Mount Ruskin,36.9784671,-118.4733528,3934
Mount Russell,36.5906707,-118.2890359,4287
Sadler Peak,37.6385754,-119.2733529,3223
San Joaquin Mountain,37.7190941,-119.1062002,3526
Scylla,37.0801291,-118.6896676,3948
Mount Senger,37.2777025,-118.8583949,3747
Mount Shakspere,37.0366669,-118.5325724,3713
Mount Shasta,41.40917,-122.1948451,4316
Shastina,41.4091816,-122.2233069,3757
Sheep Mountain,37.527503,-118.2180429,3810
Mount Silliman,36.6432452,-118.6967643,3398
Silver Peak,38.5671228,-119.7579327,3291
Slide Mountain,38.0380892,-119.4511162,3188
Brown Peak,37.1254444,-119.0571332,3146
Campito Mountain,37.4986709,-118.201352,3525
Eagle Peak,37.0883459,-119.01649,3132
Nelson Mountain,37.0894611,-119.0490759,3113
Mount Solomons,37.1064573,-118.6742203,3976
South Sister,38.4824145,-119.3001579,3442
Mount Stanford,37.4893393,-118.7962871,3907
Mount Starr,37.4290273,-118.7651963,3907
State Peak,36.9319791,-118.5454291,3849
Stevens Peak,38.7335294,-119.9826478,3060
Sugarloaf,37.1841907,-118.4358371,3366
Table Mountain,37.1852228,-118.5821922,3563
Tawny Point,36.6285073,-118.3760037,3755
The Citadel,37.0652267,-118.6111447,3575
The Hermit,37.1628967,-118.7184869,3758
The Hunchback,37.1787769,-118.5243145,3723
The Jumpoff,37.8128013,-118.352265,4126
The Miter,36.5349986,-118.2647245,3885
Thor Peak,36.5768549,-118.2657399,3739
Three Sisters,37.1412263,-119.0607852,3235
Thunderbolt Peak,37.0974877,-118.5172926,4274
Tioga Peak,37.9494319,-119.2463993,3512
Mount Tom,37.338556,-118.6569361,4145
Triple Divide Peak,37.6320601,-119.3703233,3532
Trojan Peak,36.6423223,-118.3152859,4245
Tryon Peak,38.5217975,-119.7879432,3041
Tunnabora Peak,36.6051277,-118.2821847,4125
Two Teats,37.7120203,-119.100023,3453
University Peak,36.7480794,-118.3618702,4138
Vennacher Needle,36.9987692,-118.4738419,3956
Volcanic Knob,37.3969729,-118.8893617,3406
Mount Wallace,37.1468068,-118.6567979,4079
Mount Warren,37.989934,-119.2233573,3760
Wheel Mountain,37.0467269,-118.629452,3892
Wheeler Peak,38.4186396,-119.2886292,3552
Mount Whitney,36.57857,-118.2924218,4413
Mount Winchell,37.1045961,-118.5261656,4202
Window Peak,36.8899306,-118.4591044,3688
Mount Wood,37.8092435,-119.1659474,3856
Mount Woodworth,37.0254451,-118.6170058,3727
Mount Wynne,36.9380113,-118.4029183,4008
Mount Young,36.5810416,-118.3276232,4011
Angora Mountain,36.2643257,-118.446047,3100
Cirque Peak,36.4769355,-118.2369766,3930
Coyote Peaks,36.3120872,-118.4473675,3327
Mount Eisen,36.4982813,-118.5685054,3714
Empire Mountain,36.467275,-118.5772089,3519
Mount Florence,36.4062211,-118.5508697,3791
Grinnell Mountain,34.1260101,-116.8088571,3139
Johnson Peak,36.4198274,-118.3334759,3468
Maggie Mountain,36.2636202,-118.6188197,3062
Mineral Peak,36.4467229,-118.5651305,3542
Muah Mountain,36.4006913,-118.1251398,3356
Needham Mountain,36.4543217,-118.5373524,3821
Olancha Peak,36.265368,-118.118152,3704
Quinn Peak,36.3345918,-118.589422,3101
Round Mountain,36.1892584,-118.0739971,3015
Mount San Antonio,34.289136,-117.646066,3066
San Bernardino Peak,34.1223701,-116.9223602,3248
San Bernardino East Peak,34.124728,-116.9098001,3254
San Bernardino Mountain,34.1246456,-116.8942664,3308
Sherman Peak,36.010115,-118.3907518,3000
Trail Peak,36.4275881,-118.1905878,3541
Tulare Peak,36.4120186,-118.5634356,3553
Vandever Mountain,36.3983577,-118.581235,3635
Wonoga Peak,36.4828096,-118.118028,3163
Mono Jim Peak,37.5721856,-118.8521626,3320
Polemonium Peak,37.0933513,-118.5117715,4296
Mount Anna Mills,36.4744972,-118.3500768,3674
Mount Ansel Adams,37.6979683,-119.2815963,3594
Mount Ian Campbell,37.2617081,-119.0202309,3240
Hengst Peak,36.4104239,-118.6217259,3392
Deadwood Peak,38.6285383,-119.9925634,3001
White Wing Mountain,37.725483,-119.0462407,3050
Crooks Peak,36.5744088,-118.2907171,4326
Dewey Cone,19.519181,-155.5154512,3476
Kolekole,20.7073245,-156.2561701,3050
Magnetic Peak,20.7079066,-156.2505482,3052
Mauna Loa,19.4753891,-155.605788,4165
Pākaʻaoʻao,20.7132857,-156.2500118,3006
Papalekoki,19.8701169,-155.4842732,3489
Pōhakuhanalei,19.4311198,-155.620111,3893
Pohakuʻohanalei,19.5033849,-155.5548261,3770
Pukauahi,19.5244797,-155.5019758,3368
Puʻuala,19.842572,-155.4440546,3844
Puʻuʻeleʻele,19.4440093,-155.5181978,3208
Puʻuhaukea,19.8133029,-155.471735,4098
Puʻuhauʻoki,19.8261013,-155.4722929,4160
Puʻuhoaka,19.8517352,-155.434742,3682
Puʻukaupakuhale,19.793619,-155.4077911,3076
Puʻukea,19.8249305,-155.4688597,4173
Puʻukeoneheheʻe,19.7822113,-155.4588604,3514
Puʻukoʻokoʻolau,19.7986058,-155.4755974,3806
Puʻulehu,19.8714926,-155.4210734,3162
Puʻulīlīnoe,19.8098675,-155.4590605,3953
Puʻumāhoe,19.8358709,-155.4606843,4004
Puʻumākanaka,19.8425014,-155.4280686,3779
Puʻupōhaku,19.8242038,-155.492034,4016
Puʻupoliʻahu,19.8208125,-155.481391,4149
Puʻuʻulaʻula,19.5300209,-155.4639099,3072
Puʻuwaiau,19.8089828,-155.4782581,4014
Red Cone,19.3893281,-155.6261299,3488
Red Hill,19.8487244,-155.42078,3613
Puʻuʻulaʻula,20.7096126,-156.253402,3050
Steaming Cone,19.5125472,-155.5328449,3590
Sulphur Cone,19.3878692,-155.6359062,3464
1940 Cone,19.461976,-155.601003,4060
1949 Cone,19.456048,-155.6045864,4088
Puʻuwahi,19.5331353,-155.4594467,3026
Mauna Kea,19.8206065,-155.4681155,4199
Puʻuwekiu,19.8205264,-155.4680727,4199
Cobb Peak,43.7306714,-114.1263756,3530
Horton Peak,43.9657351,-114.748389,3014
Iron Creek Point,44.3782522,-113.4852985,3212
Robinson Bar Peak,44.2051533,-114.7410871,3012
Leatherman Peak,44.0819617,-113.732835,3723
Timber Creek Peak,44.495904,-113.4057619,3217
Aggipah Mountain,45.1536015,-114.6380495,3019
Alpine Peak,44.1713957,-115.0498058,3003
Mount Baird,43.3626455,-111.0948421,3054
Baker Peak,43.6697111,-114.6795783,3098
Bald Mountain,44.3671818,-114.3439404,3139
Baldy Mountain,44.5666803,-111.869313,3015
Baldy Mountain,44.5996341,-113.0883412,3280
Baron Peak,44.1235747,-115.0463367,3130
Bear Mountain,44.3576723,-113.4524851,3274
Big Black Dome,43.8224641,-113.980156,3460
Big Creek Peak,44.4716733,-113.5427268,3458
Big Peak,43.6687687,-114.7286848,3053
Blackmon Peak,44.0580874,-114.6525136,3140
Borah Peak,44.1373404,-113.7811392,3855
Boulder Peak,43.8325404,-114.5183591,3344
Bowery Peak,44.0504035,-114.3609638,3311
Braxon Peak,44.0934335,-114.9969303,3153
Bromaghin Peak,43.8300215,-114.718726,3114
Cabin Creek Peak,44.4079076,-114.8979139,3035
Cabin Mountain,43.847474,-113.7635707,3424
Cache Peak,42.1854626,-113.6611084,3136
Center Mountain,45.2287928,-113.647907,3160
Copper Basin Knob,43.7556079,-113.8487398,3281
Copper Mountain,44.1734977,-112.8312908,3140
Copperhead Peak,45.3038103,-113.7289535,3065
Mount Cramer,44.0110562,-114.9823956,3252
Decker Peak,44.0426774,-114.9675246,3252
Diamond Peak,44.1413679,-113.0825968,3716
Dickey Peak,44.2292355,-113.883441,3397
El Capitan,43.9410443,-114.9337115,3004
Flatiron Mountain,44.461102,-113.5255267,3359
Freeman Peak,45.2743662,-113.7008964,3132
Galena Peak,43.8894387,-114.6041331,3381
Glassford Peak,43.9121057,-114.481028,3524
Glens Peak,43.9499386,-115.0116417,3064
Goldstone Mountain,45.1188126,-113.5762156,3022
Grays Peak,43.6696123,-114.094554,3213
Mount Greylock,44.4196007,-114.6972889,3007
Grouse Creek Mountain,44.3659967,-113.9081883,3384
Heart Mountain,44.319903,-112.7499881,3177
Herd Peak,43.9862069,-114.2258517,3009
Horstmann Peak,44.1126005,-115.0020407,3188
Hyndman Peak,43.7490837,-114.131121,3642
Italian Peak,44.3599502,-112.8552193,3345
Jerry Peak,44.0598191,-114.1079219,3050
Johnstone Peak,43.716845,-114.2325971,3018
Kent Peak,43.8912183,-114.4000964,3548
King Mountain,43.7782287,-113.2738824,3232
Lem Peak,44.7804752,-113.8664344,3346
Lime Mountain,43.84632,-113.7474953,3407
Long Mountain,44.7266979,-113.8289494,3261
Lookout Mountain,44.1925596,-114.7587163,3027
Mackay Peak,43.8907072,-113.7051831,3137
Massacre Mountain,44.060245,-113.546797,3331
Mattingly Peak,43.8918611,-115.0039968,3023
May Mountain,44.6866621,-113.8323668,3344
Mount McCaleb,43.9938555,-113.5980196,3562
McDonald Peak,43.9462878,-114.9064512,3065
Meridian Peak,43.9456624,-114.3192451,3137
Merriam Peak,44.0520815,-114.5810777,3330
Monument Peak,45.2640068,-113.6927215,3146
Negro Peak,44.4833546,-113.3604825,3214
North Raker,43.995427,-115.1053978,3036
Old Hyndman Peak,43.7404557,-114.117167,3558
Payette Peak,43.9921825,-114.9873738,3114
Phi Kappa Mountain,43.8147813,-114.2053094,3205
Pinyon Peak,44.5696287,-114.9168086,3029
Plummer Peak,43.9460078,-115.0765157,3040
Portland Mountain,44.4552804,-113.3296696,3298
Pyramid Peak,43.7963067,-113.9914146,3540
Ramshorn Mountain,44.4251915,-114.3572764,3017
Redbird Mountain,43.8365853,-113.7328821,3433
Mount Regan,44.1597989,-115.0614845,3105
Reward Peak,44.0351762,-115.0469098,3067
Ryan Peak,43.9022047,-114.4092955,3566
Saddle Mountain,43.9373662,-112.9544546,3294
Sawtell Peak,44.5625285,-111.4446254,3014
Scott Peak,44.3539447,-112.8215724,3473
Sheep Creek Peak,43.3688339,-111.1287121,3029
Sheep Mountain,44.0643542,-114.3601091,3324
Sheep Mountain,44.3904639,-113.2872312,3311
Sheep Mountain,45.4802725,-113.760077,3014
Shelly Mountain,43.8265252,-113.726376,3431
Sherman Peak,44.5322178,-114.6421684,3014
Silver Peak,43.845411,-114.5383396,3387
Sleeping Deer Mountain,44.7670223,-114.6910619,3007
Smoky Dome,43.4932241,-114.9361007,3072
Sunset Peak,43.9760107,-113.3697199,3260
Taylor Mountain,44.5613916,-111.6830513,3006
Taylor Mountain,44.8849164,-114.2161704,3041
Tohobit Peak,44.0915352,-115.0673345,3056
Trail Peak,44.33585,-113.252809,3202
Twin Peaks,44.5931132,-114.4762555,3148
Two Point Mountain,43.7373648,-114.9767553,3064
Tyler Peak,43.9883378,-112.965203,3274
Washington Peak,44.008237,-114.6726399,3202
Watson Peak,44.1308925,-114.685506,3180
Webber Peak,44.344677,-112.8162133,3438
White Knob,43.8768079,-113.7195342,3209
White Valley Mountain,44.6212712,-114.4488459,3041
Williams Peak,44.1524001,-115.0059061,3241
Lee Peak,44.1026834,-114.6286663,3454
Croesus Peak,43.997805,-114.6521704,3133
Bible Back Mountain,43.99762,-114.6376374,3027
Donaldson Peak,44.0639981,-113.7003853,3661
Sevy Peak,44.0245184,-114.9732372,3179
Monte Verita,44.071384,-115.0432586,3085
The Rakers,43.9954067,-115.1053867,3036
East and West Peak,44.8289028,-113.4300124,3028
The Devils Bedstead,43.7985549,-114.152226,3613
Bell Mountain,44.2359704,-113.193969,3530
Big Windy Peak,44.3421291,-113.2747287,3166
Castle Peak,44.0312944,-113.5911171,3336
Goat Mountain,44.8232824,-113.4388111,3027
Handwerk Peak,43.7589201,-114.1597098,3301
Heyburn Mountain,44.1007954,-114.9766959,3104
Independence Mountain,42.1856543,-113.6610961,3139
Mount Jefferson,44.5618936,-111.5048453,3108
Mount Jordan,44.4704366,-114.7800998,3060
Mount McGuire,45.174046,-114.602137,3059
Mill Mountain,44.6834746,-113.657921,3290
Mogg Mountain,44.6673025,-113.7053573,3221
Red Conglomerate Peaks,44.4847288,-112.5996552,3121
Spring Mountain,44.3422174,-113.2757557,3164
Bald Peak,44.7243468,-111.3478256,3109
Black Mountain,44.7105517,-111.4144082,3113
Mount Breitenbach,44.0650943,-113.6730019,3701
Eighteenmile Peak,44.4473484,-112.9962838,3397
Glide Mountain,43.7241032,-113.962594,3127
Gunsight Peak,44.5930382,-113.5226586,3298
Norton Peak,43.761936,-114.6532554,3152
Packrat Peak,44.0585587,-115.0435124,3121
Pioneer Mountain,43.6712941,-113.9128118,3140
Rocky Peak,44.5425373,-113.478874,3209
Sheephorn Peak,44.510645,-113.4051963,3191
Smiley Mountain,43.6991594,-113.8100195,3504
Targhee Peak,44.7224933,-111.3885558,3132
Warbonnet Peak,44.0789448,-115.053876,3115
White Mountain,44.57488,-114.49579,3185
Yellow Peak,44.5219563,-113.5195918,3344
Meade Peak,42.4955048,-111.2489551,3028
Horse Prairie Mountain,44.7597182,-113.1377485,3104
Easley Peak,43.8515527,-114.582037,3385
Elkhorn Peak,43.3559799,-111.0974677,3030
Mount Independence,42.1974067,-113.6749978,3009
Invisible Mountain,43.9661672,-113.5153254,3454
McGowan Peak,44.2126721,-115.0814307,3003
Parks Peak,43.9669049,-114.9324124,3111
Porphyry Peak,43.930848,-113.9544704,3049
